SampleDate,Analyte,Result,Latitude,Longitude,Year
2010/1/6,Temperature,12.1,33.7,-117.3,2010
2010/1/6,Temperature,11.8,33.7,-117.3,2010
2010/1/6,Temperature,12.8,33.7,-117.3,2010
2010/1/6,Temperature,11.8,33.7,-117.3,2010
2010/1/6,Temperature,12.3,33.7,-117.3,2010
2010/1/6,Temperature,11.4,33.7,-117.3,2010
2010/1/6,Temperature,12.9,33.7,-117.3,2010
2010/1/6,Temperature,13.3,33.7,-117.3,2010
2010/1/6,Temperature,13.0,33.7,-117.3,2010
2010/1/6,Temperature,12.8,33.7,-117.3,2010
2010/1/7,Temperature,10.8,35.3,-120.7,2010
2010/1/7,Temperature,12.2,35.3,-120.7,2010
2010/1/8,Temperature,13.0,35.3,-120.8,2010
2010/1/8,Temperature,10.8,35.4,-120.8,2010
2010/1/9,Temperature,12.8,35.4,-120.8,2010
2010/1/9,Temperature,11.48,34.5,-119.3,2010
2010/1/9,Temperature,14.37,34.4,-119.2,2010
2010/1/9,Temperature,10.96,34.4,-119.3,2010
2010/1/9,Temperature,12.89,34.3,-119.3,2010
2010/1/9,Temperature,9.79,34.4,-119.2,2010
2010/1/9,Temperature,11.27,34.5,-119.3,2010
2010/1/9,Temperature,14.27,34.4,-119.3,2010
2010/1/9,Temperature,16.6,34.4,-119.3,2010
2010/1/9,Temperature,12.96,34.3,-119.3,2010
2010/1/9,Temperature,13.71,34.5,-119.3,2010
2010/1/9,Temperature,14.58,34.4,-119.3,2010
2010/1/9,Temperature,13.51,34.3,-119.3,2010
2010/1/10,Temperature,13.1,35.3,-120.8,2010
2010/1/10,Temperature,13.2,35.3,-120.8,2010
2010/1/10,Temperature,13.3,35.4,-120.9,2010
2010/1/10,Temperature,16.67,34.4,-119.8,2010
2010/1/10,Temperature,10.75,34.4,-119.9,2010
2010/1/10,Temperature,14.42,34.4,-119.8,2010
2010/1/10,Temperature,9.79,34.4,-119.8,2010
2010/1/10,Temperature,13.24,34.4,-119.8,2010
2010/1/10,Temperature,11.72,34.5,-119.8,2010
2010/1/10,Temperature,9.7,34.4,-119.8,2010
2010/1/10,Temperature,12.02,34.4,-119.8,2010
2010/1/10,Temperature,13.1,35.3,-120.8,2010
2010/1/10,Temperature,11.28,34.4,-119.9,2010
2010/1/10,Temperature,12.64,34.4,-119.8,2010
2010/1/10,Temperature,11.3,34.5,-119.8,2010
2010/1/10,Temperature,12.68,34.4,-119.9,2010
2010/1/10,Temperature,11.67,34.5,-119.8,2010
2010/1/10,Temperature,12.91,34.5,-119.8,2010
2010/1/11,Temperature,3.3,38.4,-119.2,2010
2010/1/11,Temperature,4.8,38.5,-119.4,2010
2010/1/12,Temperature,11.05,37.3,-121.0,2010
2010/1/12,Temperature,11.81,37.3,-120.9,2010
2010/1/12,Temperature,13.0,37.4,-121.1,2010
2010/1/12,Temperature,9.94,37.3,-121.0,2010
2010/1/12,Temperature,13.93,37.0,-120.6,2010
2010/1/12,Temperature,12.25,37.2,-120.9,2010
2010/1/12,Temperature,11.75,37.0,-120.5,2010
2010/1/12,Temperature,14.5,34.0,-117.5,2010
2010/1/12,Temperature,21.3,34.0,-117.7,2010
2010/1/12,Temperature,14.6,33.9,-117.6,2010
2010/1/12,Temperature,10.26,37.3,-120.9,2010
2010/1/12,Temperature,12.76,37.5,-121.1,2010
2010/1/12,Temperature,14.0,35.3,-120.9,2010
2010/1/12,Temperature,13.7,35.3,-120.9,2010
2010/1/12,Temperature,14.1,35.3,-120.9,2010
2010/1/12,Temperature,18.09,34.4,-119.9,2010
2010/1/12,Temperature,12.14,34.4,-119.9,2010
2010/1/12,Temperature,14.23,34.4,-119.9,2010
2010/1/12,Temperature,11.51,34.4,-119.9,2010
2010/1/12,Temperature,12.27,34.4,-119.9,2010
2010/1/12,Temperature,16.94,34.4,-119.9,2010
2010/1/12,Temperature,10.25,37.0,-121.9,2010
2010/1/12,Temperature,12.18,36.6,-121.7,2010
2010/1/12,Temperature,11.36,36.9,-121.8,2010
2010/1/12,Temperature,11.41,37.0,-122.2,2010
2010/1/12,Temperature,10.78,37.0,-122.0,2010
2010/1/12,Temperature,11.52,37.1,-122.3,2010
2010/1/12,Temperature,15.0,37.0,-122.0,2010
2010/1/12,Temperature,10.96,37.0,-122.0,2010
2010/1/12,Temperature,14.0,37.0,-122.2,2010
2010/1/12,Temperature,24.0,36.8,-121.8,2010
2010/1/12,Temperature,15.0,37.0,-121.9,2010
2010/1/12,Temperature,14.0,37.2,-122.4,2010
2010/1/12,Temperature,11.36,36.8,-121.8,2010
2010/1/12,Temperature,24.0,36.9,-121.8,2010
2010/1/12,Temperature,10.72,37.6,-121.2,2010
2010/1/12,Temperature,9.82,37.3,-120.9,2010
2010/1/12,Temperature,9.8,37.4,-121.0,2010
2010/1/12,Temperature,10.26,37.5,-121.1,2010
2010/1/12,Temperature,15.0,37.0,-122.0,2010
2010/1/12,Temperature,10.28,37.2,-120.9,2010
2010/1/12,Temperature,11.98,36.8,-121.8,2010
2010/1/12,Temperature,14.0,37.1,-122.3,2010
2010/1/12,Temperature,9.49,37.3,-120.9,2010
2010/1/12,Temperature,10.9,37.7,-121.3,2010
2010/1/12,Temperature,9.89,37.3,-120.9,2010
2010/1/12,Temperature,9.66,37.1,-120.9,2010
2010/1/12,Temperature,9.86,37.3,-120.9,2010
2010/1/12,Temperature,14.0,34.0,-117.4,2010
2010/1/12,Temperature,14.52,34.4,-119.9,2010
2010/1/12,Temperature,11.56,34.4,-119.9,2010
2010/1/12,Temperature,10.51,37.2,-122.4,2010
2010/1/12,Temperature,24.0,36.8,-121.8,2010
2010/1/12,Temperature,17.0,36.6,-121.7,2010
2010/1/12,Temperature,9.71,37.3,-120.9,2010
2010/1/12,Temperature,9.13,37.3,-120.9,2010
2010/1/13,Temperature,12.5,37.9,-121.2,2010
2010/1/13,Temperature,14.9,38.2,-121.2,2010
2010/1/13,Temperature,16.8,38.0,-121.4,2010
2010/1/13,Temperature,12.8,38.1,-121.5,2010
2010/1/13,Temperature,12.05,38.2,-121.5,2010
2010/1/13,Temperature,11.15,38.2,-121.2,2010
2010/1/13,Temperature,14.77,37.9,-121.2,2010
2010/1/13,Temperature,11.29,38.0,-121.4,2010
2010/1/13,Temperature,14.78,37.9,-121.1,2010
2010/1/13,Temperature,10.7,37.9,-121.1,2010
2010/1/13,Temperature,15.93,37.8,-121.3,2010
2010/1/13,Temperature,13.75,35.7,-121.3,2010
2010/1/13,Temperature,12.0,36.3,-121.9,2010
2010/1/13,Temperature,12.21,36.3,-121.9,2010
2010/1/13,Temperature,11.63,36.1,-121.6,2010
2010/1/13,Temperature,18.0,35.9,-121.5,2010
2010/1/13,Temperature,16.0,36.1,-121.6,2010
2010/1/13,Temperature,16.0,36.3,-121.8,2010
2010/1/13,Temperature,11.86,36.3,-121.8,2010
2010/1/13,Temperature,14.0,36.5,-121.9,2010
2010/1/13,Temperature,12.08,36.5,-121.9,2010
2010/1/13,Temperature,14.3,33.4,-117.2,2010
2010/1/13,Temperature,13.3,33.4,-117.2,2010
2010/1/13,Temperature,14.3,33.4,-117.2,2010
2010/1/13,Temperature,14.1,33.4,-117.1,2010
2010/1/13,Temperature,14.61,38.2,-121.5,2010
2010/1/13,Temperature,16.07,37.8,-121.1,2010
2010/1/13,Temperature,12.04,37.8,-121.1,2010
2010/1/13,Temperature,10.85,38.1,-121.5,2010
2010/1/13,Temperature,10.87,37.8,-121.3,2010
2010/1/13,Temperature,14.1,35.3,-120.8,2010
2010/1/13,Temperature,18.0,35.7,-121.3,2010
2010/1/13,Temperature,11.65,35.9,-121.5,2010
2010/1/13,Temperature,12.6,33.4,-117.2,2010
2010/1/13,Temperature,13.3,33.4,-117.2,2010
2010/1/14,Temperature,12.6,35.3,-120.8,2010
2010/1/14,Temperature,17.3,33.4,-117.2,2010
2010/1/14,Temperature,12.5,33.4,-117.2,2010
2010/1/14,Temperature,10.3,33.4,-117.2,2010
2010/1/14,Temperature,12.9,33.4,-117.2,2010
2010/1/14,Temperature,12.3,33.4,-117.2,2010
2010/1/14,Temperature,13.2,33.4,-117.2,2010
2010/1/14,Temperature,13.5,33.4,-117.2,2010
2010/1/14,Temperature,12.9,35.3,-120.8,2010
2010/1/14,Temperature,11.4,33.4,-117.2,2010
2010/1/15,Temperature,11.5,35.4,-120.8,2010
2010/1/15,Temperature,14.8,35.3,-120.7,2010
2010/1/15,Temperature,12.5,35.4,-120.8,2010
2010/1/16,Temperature,9.95,38.6,-121.3,2010
2010/1/16,Temperature,9.86,38.6,-121.5,2010
2010/1/16,Temperature,16.1,32.7,-117.1,2010
2010/1/16,Temperature,10.733,33.1,-117.2,2010
2010/1/16,Temperature,15.033,33.0,-117.3,2010
2010/1/16,Temperature,10.64,32.6,-117.0,2010
2010/1/16,Temperature,11.8,33.0,-117.3,2010
2010/1/16,Temperature,12.7,33.0,-117.2,2010
2010/1/16,Temperature,15.7,32.8,-117.2,2010
2010/1/16,Temperature,15.8,32.7,-117.1,2010
2010/1/16,Temperature,16.266,32.7,-117.1,2010
2010/1/16,Temperature,11.133,32.9,-117.2,2010
2010/1/16,Temperature,11.2,33.2,-117.3,2010
2010/1/16,Temperature,16.866,33.1,-117.1,2010
2010/1/16,Temperature,11.1,33.1,-117.3,2010
2010/1/16,Temperature,11.133,32.9,-117.3,2010
2010/1/16,Temperature,13.333,32.8,-117.0,2010
2010/1/16,Temperature,15.4,32.6,-116.9,2010
2010/1/16,Temperature,13.933,32.6,-117.1,2010
2010/1/16,Temperature,14.866,32.7,-117.1,2010
2010/1/16,Temperature,12.1,33.2,-117.3,2010
2010/1/16,Temperature,12.676,32.9,-117.2,2010
2010/1/16,Temperature,14.4,32.7,-117.0,2010
2010/1/16,Temperature,15.033,33.0,-117.3,2010
2010/1/16,Temperature,14.433,32.7,-116.9,2010
2010/1/16,Temperature,13.266,33.2,-117.3,2010
2010/1/16,Temperature,18.033,33.0,-117.2,2010
2010/1/18,Temperature,10.48,35.1,-120.6,2010
2010/1/18,Temperature,16.2,35.1,-120.6,2010
2010/1/18,Temperature,10.19,36.6,-121.5,2010
2010/1/18,Temperature,12.6,36.7,-121.6,2010
2010/1/18,Temperature,10.8,35.4,-120.8,2010
2010/1/18,Temperature,11.97,35.4,-120.8,2010
2010/1/18,Temperature,15.6,36.7,-121.6,2010
2010/1/18,Temperature,16.8,35.2,-120.6,2010
2010/1/18,Temperature,12.37,35.0,-120.6,2010
2010/1/18,Temperature,12.8,35.0,-120.6,2010
2010/1/18,Temperature,10.8,35.2,-120.7,2010
2010/1/18,Temperature,18.0,35.1,-120.6,2010
2010/1/18,Temperature,14.7,36.6,-121.5,2010
2010/1/18,Temperature,10.93,36.3,-121.2,2010
2010/1/18,Temperature,14.0,36.9,-121.6,2010
2010/1/18,Temperature,11.21,36.9,-121.6,2010
2010/1/18,Temperature,13.2,35.0,-120.6,2010
2010/1/18,Temperature,11.9,36.7,-121.6,2010
2010/1/18,Temperature,11.21,36.9,-121.8,2010
2010/1/18,Temperature,12.9,35.0,-120.6,2010
2010/1/18,Temperature,12.68,35.2,-120.7,2010
2010/1/18,Temperature,11.1,36.6,-121.6,2010
2010/1/18,Temperature,15.1,36.5,-121.5,2010
2010/1/18,Temperature,10.51,36.6,-121.5,2010
2010/1/18,Temperature,12.0,36.6,-121.5,2010
2010/1/18,Temperature,13.1,36.9,-121.6,2010
2010/1/18,Temperature,12.5,35.0,-120.6,2010
2010/1/18,Temperature,10.38,36.9,-121.8,2010
2010/1/18,Temperature,11.49,35.3,-120.8,2010
2010/1/18,Temperature,11.03,36.6,-121.6,2010
2010/1/18,Temperature,15.4,36.7,-121.6,2010
2010/1/18,Temperature,11.4,35.0,-120.5,2010
2010/1/18,Temperature,12.5,35.0,-120.5,2010
2010/1/18,Temperature,10.43,36.5,-121.5,2010
2010/1/18,Temperature,15.6,36.7,-121.6,2010
2010/1/18,Temperature,14.3,36.5,-119.2,2010
2010/1/18,Temperature,18.7,36.3,-121.2,2010
2010/1/18,Temperature,12.74,35.0,-120.6,2010
2010/1/18,Temperature,11.0,36.9,-121.7,2010
2010/1/18,Temperature,11.36,36.9,-121.6,2010
2010/1/18,Temperature,11.0,36.9,-121.8,2010
2010/1/18,Temperature,10.0,36.9,-121.8,2010
2010/1/18,Temperature,10.0,36.9,-121.8,2010
2010/1/18,Temperature,14.9,33.2,-117.3,2010
2010/1/18,Temperature,14.3,32.9,-117.3,2010
2010/1/18,Temperature,13.8,32.9,-117.3,2010
2010/1/18,Temperature,14.1,33.2,-117.3,2010
2010/1/18,Temperature,13.7,33.2,-117.3,2010
2010/1/18,Temperature,10.4,38.6,-121.4,2010
2010/1/18,Temperature,10.24,38.6,-121.3,2010
2010/1/18,Temperature,11.55,38.6,-121.4,2010
2010/1/18,Temperature,11.82,38.6,-121.3,2010
2010/1/18,Temperature,12.96,38.6,-121.3,2010
2010/1/18,Temperature,11.45,38.6,-121.3,2010
2010/1/18,Temperature,12.33,38.6,-121.4,2010
2010/1/18,Temperature,12.6,36.7,-121.6,2010
2010/1/18,Temperature,10.19,36.9,-121.7,2010
2010/1/18,Temperature,9.3,35.3,-120.8,2010
2010/1/18,Temperature,10.91,36.9,-121.8,2010
2010/1/18,Temperature,14.4,32.9,-117.3,2010
2010/1/18,Temperature,10.44,38.6,-121.5,2010
2010/1/18,Temperature,11.51,38.6,-121.3,2010
2010/1/18,Temperature,9.96,38.6,-121.5,2010
2010/1/18,Temperature,10.2,38.5,-121.5,2010
2010/1/18,Temperature,9.8,38.6,-121.2,2010
2010/1/18,Temperature,10.4,38.4,-121.5,2010
2010/1/18,Temperature,10.2,38.7,-121.6,2010
2010/1/19,Temperature,12.05,36.7,-121.7,2010
2010/1/19,Temperature,10.2,36.7,-121.7,2010
2010/1/19,Temperature,9.91,34.9,-120.4,2010
2010/1/19,Temperature,12.54,36.7,-121.7,2010
2010/1/19,Temperature,14.5,34.9,-120.4,2010
2010/1/19,Temperature,10.3,36.7,-121.7,2010
2010/1/19,Temperature,12.0,37.0,-121.5,2010
2010/1/19,Temperature,9.68,34.9,-120.4,2010
2010/1/19,Temperature,10.69,36.7,-121.7,2010
2010/1/19,Temperature,16.2,34.9,-120.6,2010
2010/1/19,Temperature,10.8,36.7,-121.7,2010
2010/1/19,Temperature,16.8,34.9,-120.6,2010
2010/1/19,Temperature,10.92,35.0,-120.6,2010
2010/1/19,Temperature,12.44,34.9,-120.6,2010
2010/1/19,Temperature,10.31,37.0,-121.5,2010
2010/1/19,Temperature,9.1,36.8,-121.8,2010
2010/1/19,Temperature,16.2,35.0,-120.6,2010
2010/1/19,Temperature,11.9,36.8,-121.7,2010
2010/1/19,Temperature,9.98,36.8,-121.7,2010
2010/1/19,Temperature,11.05,35.0,-120.6,2010
2010/1/19,Temperature,12.4,36.8,-121.8,2010
2010/1/19,Temperature,9.89,36.8,-121.8,2010
2010/1/19,Temperature,9.4,36.8,-121.8,2010
2010/1/19,Temperature,9.92,36.8,-121.8,2010
2010/1/19,Temperature,11.7,37.0,-121.5,2010
2010/1/19,Temperature,14.6,34.9,-120.4,2010
2010/1/19,Temperature,10.54,37.0,-121.5,2010
2010/1/19,Temperature,15.3,35.0,-120.6,2010
2010/1/19,Temperature,12.0,36.9,-121.4,2010
2010/1/19,Temperature,10.24,36.9,-121.4,2010
2010/1/19,Temperature,9.0,37.0,-121.5,2010
2010/1/19,Temperature,9.81,37.0,-121.5,2010
2010/1/19,Temperature,11.38,37.2,-120.6,2010
2010/1/19,Temperature,11.17,37.3,-120.5,2010
2010/1/19,Temperature,9.11,37.7,-120.9,2010
2010/1/19,Temperature,10.13,36.8,-121.8,2010
2010/1/19,Temperature,9.2,38.6,-121.7,2010
2010/1/19,Temperature,9.86,36.6,-121.7,2010
2010/1/19,Temperature,11.38,34.9,-120.6,2010
2010/1/19,Temperature,12.0,36.4,-119.3,2010
2010/1/19,Temperature,8.72,36.9,-120.2,2010
2010/1/19,Temperature,9.86,37.2,-120.6,2010
2010/1/19,Temperature,10.35,37.7,-120.9,2010
2010/1/19,Temperature,11.01,37.2,-120.6,2010
2010/1/19,Temperature,10.16,37.5,-120.7,2010
2010/1/19,Temperature,9.14,37.3,-120.5,2010
2010/1/19,Temperature,16.9,34.0,-117.7,2010
2010/1/19,Temperature,12.18,36.9,-120.2,2010
2010/1/19,Temperature,10.63,37.5,-120.6,2010
2010/1/19,Temperature,10.38,37.5,-120.6,2010
2010/1/19,Temperature,11.37,37.2,-120.6,2010
2010/1/19,Temperature,9.8,37.4,-120.8,2010
2010/1/19,Temperature,10.42,37.5,-120.7,2010
2010/1/19,Temperature,11.4,37.4,-120.7,2010
2010/1/19,Temperature,12.7,37.7,-120.9,2010
2010/1/19,Temperature,9.1,37.5,-120.7,2010
2010/1/19,Temperature,9.7,38.3,-121.4,2010
2010/1/19,Temperature,6.5,38.8,-120.7,2010
2010/1/19,Temperature,9.6,38.9,-121.8,2010
2010/1/19,Temperature,9.9,38.3,-121.7,2010
2010/1/19,Temperature,10.06,36.6,-119.5,2010
2010/1/19,Temperature,14.8,33.9,-117.6,2010
2010/1/19,Temperature,13.3,33.9,-117.6,2010
2010/1/19,Temperature,11.9,34.0,-117.5,2010
2010/1/19,Temperature,18.0,34.4,-119.7,2010
2010/1/19,Temperature,10.29,34.4,-119.5,2010
2010/1/19,Temperature,16.0,34.4,-119.5,2010
2010/1/19,Temperature,12.94,34.5,-120.5,2010
2010/1/19,Temperature,18.0,34.5,-120.2,2010
2010/1/19,Temperature,12.39,34.5,-120.2,2010
2010/1/19,Temperature,18.0,34.8,-120.5,2010
2010/1/19,Temperature,11.72,34.4,-119.5,2010
2010/1/19,Temperature,10.4,34.4,-119.5,2010
2010/1/19,Temperature,10.3,38.6,-121.2,2010
2010/1/19,Temperature,10.02,38.6,-121.5,2010
2010/1/19,Temperature,11.64,34.4,-119.8,2010
2010/1/19,Temperature,15.0,34.4,-119.5,2010
2010/1/19,Temperature,11.49,34.8,-120.5,2010
2010/1/19,Temperature,15.03,34.7,-120.6,2010
2010/1/19,Temperature,9.93,37.3,-120.9,2010
2010/1/19,Temperature,9.94,37.3,-120.9,2010
2010/1/19,Temperature,9.72,38.6,-121.3,2010
2010/1/19,Temperature,8.69,37.2,-120.9,2010
2010/1/19,Temperature,10.94,37.7,-121.3,2010
2010/1/19,Temperature,10.24,37.3,-120.9,2010
2010/1/19,Temperature,10.51,37.4,-121.0,2010
2010/1/19,Temperature,10.14,37.3,-120.9,2010
2010/1/19,Temperature,10.8,37.5,-121.1,2010
2010/1/19,Temperature,8.8,36.7,-121.7,2010
2010/1/19,Temperature,10.56,36.7,-121.7,2010
2010/1/19,Temperature,11.5,36.6,-121.7,2010
2010/1/19,Temperature,13.0,34.7,-120.6,2010
2010/1/19,Temperature,12.63,34.7,-120.6,2010
2010/1/19,Temperature,9.8,37.7,-120.9,2010
2010/1/19,Temperature,11.92,37.4,-120.8,2010
2010/1/19,Temperature,10.29,37.4,-120.7,2010
2010/1/19,Temperature,9.62,37.5,-120.7,2010
2010/1/19,Temperature,9.95,37.4,-121.0,2010
2010/1/19,Temperature,8.74,37.4,-121.0,2010
2010/1/19,Temperature,10.5,38.2,-121.6,2010
2010/1/19,Temperature,9.7,36.4,-119.4,2010
2010/1/19,Temperature,9.51,36.2,-120.1,2010
2010/1/19,Temperature,9.85,36.4,-120.4,2010
2010/1/19,Temperature,10.3,36.4,-120.3,2010
2010/1/19,Temperature,11.7,34.0,-117.4,2010
2010/1/19,Temperature,11.44,34.4,-119.7,2010
2010/1/19,Temperature,18.0,34.4,-119.8,2010
2010/1/19,Temperature,18.0,34.5,-120.5,2010
2010/1/19,Temperature,16.0,34.4,-119.7,2010
2010/1/19,Temperature,11.54,34.4,-119.7,2010
2010/1/19,Temperature,15.0,34.4,-119.5,2010
2010/1/19,Temperature,18.0,34.7,-120.6,2010
2010/1/19,Temperature,9.63,38.6,-121.4,2010
2010/1/19,Temperature,9.21,38.7,-121.2,2010
2010/1/19,Temperature,10.38,38.7,-121.2,2010
2010/1/19,Temperature,10.65,38.7,-121.2,2010
2010/1/19,Temperature,10.84,37.6,-121.2,2010
2010/1/19,Temperature,9.87,37.3,-120.9,2010
2010/1/20,Temperature,17.7,34.4,-119.5,2010
2010/1/20,Temperature,11.33,34.4,-119.5,2010
2010/1/20,Temperature,12.14,34.4,-119.5,2010
2010/1/20,Temperature,13.6,34.4,-119.9,2010
2010/1/20,Temperature,14.6,34.4,-119.5,2010
2010/1/20,Temperature,11.32,34.4,-119.9,2010
2010/1/20,Temperature,11.14,34.7,-120.5,2010
2010/1/20,Temperature,11.06,34.6,-120.4,2010
2010/1/20,Temperature,14.4,34.4,-119.9,2010
2010/1/20,Temperature,11.95,34.4,-119.9,2010
2010/1/20,Temperature,13.2,34.7,-120.5,2010
2010/1/20,Temperature,9.1,38.8,-121.8,2010
2010/1/20,Temperature,7.68,39.2,-121.7,2010
2010/1/20,Temperature,9.1,36.8,-119.4,2010
2010/1/20,Temperature,7.9,35.1,-118.6,2010
2010/1/20,Temperature,9.5,36.8,-120.1,2010
2010/1/20,Temperature,13.1,34.6,-120.4,2010
2010/1/20,Temperature,9.3,38.8,-121.7,2010
2010/1/20,Temperature,16.0,35.1,-120.6,2010
2010/1/20,Temperature,10.7,35.1,-120.6,2010
2010/1/20,Temperature,16.0,35.1,-120.6,2010
2010/1/20,Temperature,16.0,35.2,-120.7,2010
2010/1/20,Temperature,11.22,35.6,-121.1,2010
2010/1/20,Temperature,9.5,38.7,-121.2,2010
2010/1/20,Temperature,9.8,38.6,-121.3,2010
2010/1/20,Temperature,9.9,38.6,-121.4,2010
2010/1/20,Temperature,10.21,38.6,-121.3,2010
2010/1/20,Temperature,10.11,38.6,-121.3,2010
2010/1/20,Temperature,10.1,38.6,-121.4,2010
2010/1/20,Temperature,11.6,35.2,-120.7,2010
2010/1/20,Temperature,16.0,35.6,-121.1,2010
2010/1/20,Temperature,16.0,35.6,-121.1,2010
2010/1/20,Temperature,9.9,38.6,-121.5,2010
2010/1/20,Temperature,10.8,38.6,-121.3,2010
2010/1/20,Temperature,9.4,38.6,-121.4,2010
2010/1/20,Temperature,9.7,37.0,-119.7,2010
2010/1/20,Temperature,16.0,35.4,-120.8,2010
2010/1/20,Temperature,10.77,35.4,-120.8,2010
2010/1/20,Temperature,10.72,35.1,-120.6,2010
2010/1/20,Temperature,11.83,35.6,-121.1,2010
2010/1/20,Temperature,9.5,38.7,-121.2,2010
2010/1/20,Temperature,10.0,38.6,-121.3,2010
2010/1/21,Temperature,7.7,39.0,-121.7,2010
2010/1/21,Temperature,7.7,39.6,-122.2,2010
2010/1/21,Temperature,8.43,36.7,-120.5,2010
