SampleDate,Analyte,Result,Latitude,Longitude,Year
2010/1/9,pH,8.42,34.3,-119.3,2010
2010/1/9,pH,7.79,34.3,-119.3,2010
2010/1/9,pH,7.55,34.4,-119.3,2010
2010/1/9,pH,7.91,34.5,-119.3,2010
2010/1/9,pH,7.63,34.4,-119.3,2010
2010/1/10,pH,7.54,34.5,-119.8,2010
2010/1/10,pH,8.03,34.4,-119.8,2010
2010/1/10,pH,8.11,34.4,-119.8,2010
2010/1/10,pH,7.9,34.4,-119.9,2010
2010/1/10,pH,7.92,34.4,-119.9,2010
2010/1/10,pH,7.77,34.5,-119.8,2010
2010/1/10,pH,7.5,34.4,-119.9,2010
2010/1/10,pH,7.48,34.5,-119.8,2010
2010/1/10,pH,8.25,34.4,-119.8,2010
2010/1/10,pH,8.18,34.4,-119.8,2010
2010/1/10,pH,9.17,34.4,-119.8,2010
2010/1/10,pH,7.77,34.4,-119.8,2010
2010/1/10,pH,7.65,34.4,-119.8,2010
2010/1/10,pH,8.07,34.5,-119.8,2010
2010/1/11,pH,8.4,38.5,-119.4,2010
2010/1/11,pH,8.7,38.4,-119.2,2010
2010/1/12,pH,7.5,37.4,-121.1,2010
2010/1/12,pH,7.91,37.3,-120.9,2010
2010/1/12,pH,7.56,37.5,-121.1,2010
2010/1/12,pH,8.21,37.0,-120.5,2010
2010/1/12,pH,7.3,37.3,-120.9,2010
2010/1/12,pH,7.75,37.1,-120.9,2010
2010/1/12,pH,7.71,37.3,-120.9,2010
2010/1/12,pH,8.6,34.0,-117.7,2010
2010/1/12,pH,8.87,34.0,-117.5,2010
2010/1/12,pH,8.4,33.9,-117.6,2010
2010/1/12,pH,7.9,34.0,-117.4,2010
2010/1/12,pH,7.78,34.4,-119.9,2010
2010/1/12,pH,7.55,34.4,-119.9,2010
2010/1/12,pH,8.12,34.4,-119.9,2010
2010/1/12,pH,8.06,34.4,-119.9,2010
2010/1/12,pH,7.68,34.4,-119.9,2010
2010/1/12,pH,7.93,34.4,-119.9,2010
2010/1/12,pH,7.49,34.4,-119.9,2010
2010/1/12,pH,7.18,36.6,-121.7,2010
2010/1/12,pH,7.73,37.0,-121.9,2010
2010/1/12,pH,7.36,37.2,-122.4,2010
2010/1/12,pH,7.19,37.1,-122.3,2010
2010/1/12,pH,7.15,37.0,-122.0,2010
2010/1/12,pH,7.23,37.0,-122.2,2010
2010/1/12,pH,8.24,36.8,-121.8,2010
2010/1/12,pH,7.39,37.2,-120.9,2010
2010/1/12,pH,7.69,37.6,-121.2,2010
2010/1/12,pH,7.56,37.5,-121.1,2010
2010/1/12,pH,7.38,37.3,-120.9,2010
2010/1/12,pH,7.73,37.7,-121.3,2010
2010/1/12,pH,7.56,37.3,-120.9,2010
2010/1/12,pH,7.12,37.3,-120.9,2010
2010/1/12,pH,7.54,37.4,-121.0,2010
2010/1/12,pH,7.59,37.3,-120.9,2010
2010/1/12,pH,7.54,37.3,-121.0,2010
2010/1/12,pH,7.81,37.3,-121.0,2010
2010/1/12,pH,7.94,37.0,-120.6,2010
2010/1/12,pH,7.69,37.2,-120.9,2010
2010/1/12,pH,8.3,33.9,-117.6,2010
2010/1/12,pH,9.25,34.4,-119.9,2010
2010/1/12,pH,8.31,36.8,-121.8,2010
2010/1/12,pH,7.6,36.9,-121.8,2010
2010/1/12,pH,7.61,37.0,-122.0,2010
2010/1/12,pH,7.23,37.3,-120.9,2010
2010/1/13,pH,8.41,37.9,-121.2,2010
2010/1/13,pH,7.35,37.8,-121.3,2010
2010/1/13,pH,7.7,37.8,-121.1,2010
2010/1/13,pH,6.66,37.9,-121.1,2010
2010/1/13,pH,7.76,35.7,-121.3,2010
2010/1/13,pH,7.96,36.1,-121.6,2010
2010/1/13,pH,7.19,36.5,-121.9,2010
2010/1/13,pH,7.59,36.3,-121.8,2010
2010/1/13,pH,7.88,35.9,-121.5,2010
2010/1/13,pH,7.47,33.4,-117.2,2010
2010/1/13,pH,8.47,33.4,-117.2,2010
2010/1/13,pH,8.15,33.4,-117.2,2010
2010/1/13,pH,7.05,33.4,-117.2,2010
2010/1/13,pH,7.5,38.2,-121.5,2010
2010/1/13,pH,6.73,38.2,-121.2,2010
2010/1/13,pH,7.25,38.0,-121.4,2010
2010/1/13,pH,7.15,38.1,-121.5,2010
2010/1/13,pH,7.72,36.3,-121.9,2010
2010/1/13,pH,8.47,33.4,-117.2,2010
2010/1/13,pH,6.9,33.4,-117.1,2010
2010/1/14,pH,8.04,33.4,-117.2,2010
2010/1/14,pH,8.11,33.4,-117.2,2010
2010/1/14,pH,7.97,33.4,-117.2,2010
2010/1/14,pH,8.02,33.4,-117.2,2010
2010/1/14,pH,7.86,33.4,-117.2,2010
2010/1/14,pH,7.78,33.4,-117.2,2010
2010/1/14,pH,7.92,33.4,-117.2,2010
2010/1/14,pH,7.5,33.4,-117.2,2010
2010/1/16,pH,8.04,38.6,-121.3,2010
2010/1/16,pH,8.216,33.1,-117.2,2010
2010/1/16,pH,8.036,33.0,-117.3,2010
2010/1/16,pH,7.976,33.0,-117.2,2010
2010/1/16,pH,7.93,32.7,-117.1,2010
2010/1/16,pH,8.29,32.8,-117.0,2010
2010/1/16,pH,8.11,33.2,-117.3,2010
2010/1/16,pH,8.046,32.9,-117.2,2010
2010/1/16,pH,7.746,32.7,-117.0,2010
2010/1/16,pH,8.183,33.0,-117.3,2010
2010/1/16,pH,8.23,33.0,-117.2,2010
2010/1/16,pH,8.06,32.7,-117.1,2010
2010/1/16,pH,7.91,32.7,-117.1,2010
2010/1/16,pH,8.1,32.9,-117.2,2010
2010/1/16,pH,7.923,33.2,-117.3,2010
2010/1/16,pH,8.156,32.9,-117.3,2010
2010/1/16,pH,7.53,32.7,-117.1,2010
2010/1/16,pH,7.773,32.6,-117.0,2010
2010/1/16,pH,8.88,33.1,-117.1,2010
2010/1/16,pH,7.553,33.1,-117.3,2010
2010/1/16,pH,7.99,33.2,-117.3,2010
2010/1/16,pH,8.17,33.0,-117.3,2010
2010/1/16,pH,7.833,32.8,-117.2,2010
2010/1/16,pH,8.28,32.6,-116.9,2010
2010/1/16,pH,7.19,32.6,-117.1,2010
2010/1/16,pH,7.6,32.7,-116.9,2010
2010/1/18,pH,7.71,35.1,-120.6,2010
2010/1/18,pH,7.84,36.6,-121.5,2010
2010/1/18,pH,7.34,36.7,-121.6,2010
2010/1/18,pH,7.52,35.0,-120.5,2010
2010/1/18,pH,7.3,36.7,-121.6,2010
2010/1/18,pH,7.92,35.4,-120.8,2010
2010/1/18,pH,8.22,36.9,-121.8,2010
2010/1/18,pH,7.15,35.0,-120.6,2010
2010/1/18,pH,7.59,36.6,-121.6,2010
2010/1/18,pH,7.26,35.0,-120.6,2010
2010/1/18,pH,7.32,35.2,-120.7,2010
2010/1/18,pH,7.02,35.3,-120.8,2010
2010/1/18,pH,7.85,36.7,-121.6,2010
2010/1/18,pH,7.48,36.9,-121.8,2010
2010/1/18,pH,7.64,36.5,-121.5,2010
2010/1/18,pH,7.55,36.6,-121.5,2010
2010/1/18,pH,7.82,35.0,-120.6,2010
2010/1/18,pH,8.15,36.9,-121.6,2010
2010/1/18,pH,8.41,36.9,-121.7,2010
2010/1/18,pH,7.59,36.9,-121.8,2010
2010/1/18,pH,7.61,36.5,-119.2,2010
2010/1/18,pH,7.58,33.2,-117.3,2010
2010/1/18,pH,7.55,32.9,-117.3,2010
2010/1/18,pH,7.4,33.2,-117.3,2010
2010/1/18,pH,6.31,38.6,-121.4,2010
2010/1/18,pH,7.42,38.6,-121.3,2010
2010/1/18,pH,7.43,38.6,-121.5,2010
2010/1/18,pH,8.1,38.6,-121.4,2010
2010/1/18,pH,7.7,38.6,-121.3,2010
2010/1/18,pH,7.75,38.6,-121.4,2010
2010/1/18,pH,7.37,38.6,-121.3,2010
2010/1/18,pH,7.55,38.6,-121.3,2010
2010/1/18,pH,7.8,36.3,-121.2,2010
2010/1/18,pH,8.59,36.9,-121.6,2010
2010/1/18,pH,7.48,32.9,-117.3,2010
2010/1/18,pH,7.45,32.9,-117.3,2010
2010/1/18,pH,8.42,33.2,-117.3,2010
2010/1/18,pH,7.15,38.6,-121.3,2010
2010/1/18,pH,7.5,38.7,-121.6,2010
2010/1/18,pH,7.7,38.6,-121.5,2010
2010/1/18,pH,7.6,38.5,-121.5,2010
2010/1/18,pH,7.5,38.4,-121.5,2010
2010/1/18,pH,6.7,38.6,-121.2,2010
2010/1/19,pH,7.96,36.7,-121.7,2010
2010/1/19,pH,7.54,36.7,-121.7,2010
2010/1/19,pH,8.05,34.9,-120.4,2010
2010/1/19,pH,7.59,36.7,-121.7,2010
2010/1/19,pH,7.88,34.9,-120.6,2010
2010/1/19,pH,7.73,34.9,-120.6,2010
2010/1/19,pH,8.21,37.0,-121.5,2010
2010/1/19,pH,7.59,36.7,-121.7,2010
2010/1/19,pH,7.75,34.7,-120.6,2010
2010/1/19,pH,7.53,36.8,-121.8,2010
2010/1/19,pH,7.56,36.8,-121.8,2010
2010/1/19,pH,7.61,37.7,-120.9,2010
2010/1/19,pH,7.63,35.0,-120.6,2010
2010/1/19,pH,8.13,38.3,-121.4,2010
2010/1/19,pH,7.93,37.2,-120.6,2010
2010/1/19,pH,7.29,37.5,-120.7,2010
2010/1/19,pH,7.68,37.4,-121.0,2010
2010/1/19,pH,7.45,36.4,-119.3,2010
2010/1/19,pH,8.48,36.2,-120.1,2010
2010/1/19,pH,7.67,38.8,-120.7,2010
2010/1/19,pH,7.19,36.6,-119.5,2010
2010/1/19,pH,7.55,37.3,-120.5,2010
2010/1/19,pH,7.53,37.5,-120.7,2010
2010/1/19,pH,7.65,38.2,-121.6,2010
2010/1/19,pH,7.2,38.3,-121.8,2010
2010/1/19,pH,8.43,36.2,-120.2,2010
2010/1/19,pH,7.7,33.9,-117.6,2010
2010/1/19,pH,7.7,33.9,-117.6,2010
2010/1/19,pH,7.8,34.0,-117.7,2010
2010/1/19,pH,7.5,34.0,-117.4,2010
2010/1/19,pH,7.73,34.9,-120.4,2010
2010/1/19,pH,8.09,37.0,-121.5,2010
2010/1/19,pH,8.04,37.0,-121.5,2010
2010/1/19,pH,7.7,34.4,-119.7,2010
2010/1/19,pH,7.32,34.4,-119.5,2010
2010/1/19,pH,7.63,34.4,-119.8,2010
2010/1/19,pH,7.44,34.4,-119.7,2010
2010/1/19,pH,7.81,34.5,-120.2,2010
2010/1/19,pH,7.66,34.4,-119.5,2010
2010/1/19,pH,7.69,34.4,-119.5,2010
2010/1/19,pH,7.37,34.8,-120.5,2010
2010/1/19,pH,7.69,34.5,-120.5,2010
2010/1/19,pH,7.28,34.7,-120.6,2010
2010/1/19,pH,7.33,36.8,-121.7,2010
2010/1/19,pH,7.13,38.6,-121.3,2010
2010/1/19,pH,7.55,38.7,-121.2,2010
2010/1/19,pH,8.02,37.6,-121.2,2010
2010/1/19,pH,6.98,37.3,-120.9,2010
2010/1/19,pH,7.77,37.3,-120.9,2010
2010/1/19,pH,5.76,38.6,-121.4,2010
2010/1/19,pH,6.13,38.6,-121.2,2010
2010/1/19,pH,5.9,38.6,-121.5,2010
2010/1/19,pH,6.76,37.2,-120.9,2010
2010/1/19,pH,8.53,37.7,-121.3,2010
2010/1/19,pH,7.83,37.4,-121.0,2010
2010/1/19,pH,7.91,36.8,-121.8,2010
2010/1/19,pH,7.57,35.0,-120.6,2010
2010/1/19,pH,7.53,36.6,-121.7,2010
2010/1/19,pH,8.1,36.9,-121.4,2010
2010/1/19,pH,8.32,36.9,-120.2,2010
2010/1/19,pH,7.81,37.2,-120.6,2010
2010/1/19,pH,7.91,37.5,-120.6,2010
2010/1/19,pH,7.12,37.7,-120.9,2010
2010/1/19,pH,7.82,37.4,-120.8,2010
2010/1/19,pH,7.57,37.4,-120.7,2010
2010/1/19,pH,8.11,38.9,-121.8,2010
2010/1/19,pH,7.33,38.3,-121.7,2010
2010/1/19,pH,8.4,38.6,-121.7,2010
2010/1/19,pH,7.52,36.4,-119.4,2010
2010/1/19,pH,8.4,36.4,-120.4,2010
2010/1/19,pH,8.36,36.4,-120.3,2010
2010/1/19,pH,7.7,34.0,-117.5,2010
2010/1/19,pH,8.21,38.7,-121.2,2010
2010/1/19,pH,6.67,38.7,-121.2,2010
2010/1/19,pH,7.24,37.3,-120.9,2010
2010/1/19,pH,6.96,37.3,-120.9,2010
2010/1/19,pH,7.24,37.3,-120.9,2010
2010/1/19,pH,7.81,37.5,-121.1,2010
2010/1/20,pH,8.08,34.4,-119.5,2010
2010/1/20,pH,7.8,34.4,-119.9,2010
2010/1/20,pH,7.74,34.4,-119.5,2010
2010/1/20,pH,7.62,34.4,-119.9,2010
2010/1/20,pH,8.65,34.7,-120.5,2010
2010/1/20,pH,7.96,34.6,-120.4,2010
2010/1/20,pH,7.25,36.8,-120.1,2010
2010/1/20,pH,7.66,38.9,-121.4,2010
2010/1/20,pH,7.55,38.8,-121.7,2010
2010/1/20,pH,7.04,36.8,-119.4,2010
2010/1/20,pH,7.75,38.8,-121.8,2010
2010/1/20,pH,7.49,35.4,-120.8,2010
2010/1/20,pH,7.41,35.1,-120.6,2010
2010/1/20,pH,7.4,35.1,-120.6,2010
2010/1/20,pH,7.52,38.6,-121.4,2010
2010/1/20,pH,7.57,38.6,-121.3,2010
2010/1/20,pH,7.4,38.7,-121.2,2010
2010/1/20,pH,7.56,38.6,-121.5,2010
2010/1/20,pH,7.5,38.7,-121.2,2010
2010/1/20,pH,7.26,38.6,-121.3,2010
2010/1/20,pH,7.3,38.6,-121.3,2010
2010/1/20,pH,7.3,38.6,-121.4,2010
2010/1/20,pH,7.45,38.6,-121.3,2010
2010/1/20,pH,7.49,39.2,-121.7,2010
2010/1/20,pH,7.78,35.1,-118.6,2010
2010/1/20,pH,6.25,37.0,-119.7,2010
2010/1/20,pH,7.43,35.2,-120.7,2010
2010/1/20,pH,7.87,35.6,-121.1,2010
2010/1/20,pH,7.73,35.6,-121.1,2010
2010/1/20,pH,7.15,38.6,-121.3,2010
2010/1/20,pH,6.87,38.6,-121.4,2010
2010/1/21,pH,6.61,39.6,-122.2,2010
2010/1/21,pH,7.14,40.4,-122.2,2010
2010/1/21,pH,8.54,37.1,-120.8,2010
2010/1/21,pH,7.65,36.7,-120.5,2010
2010/1/21,pH,8.57,37.3,-121.0,2010
2010/1/21,pH,8.38,37.3,-120.9,2010
2010/1/21,pH,7.45,39.3,-121.5,2010
2010/1/21,pH,9.07,37.1,-120.9,2010
2010/1/21,pH,6.88,37.3,-121.0,2010
2010/1/21,pH,8.43,37.0,-120.6,2010
2010/1/21,pH,8.28,37.2,-120.9,2010
2010/1/21,pH,7.74,37.3,-120.9,2010
2010/1/21,pH,7.27,39.2,-122.2,2010
2010/1/21,pH,7.71,39.0,-121.7,2010
2010/1/21,pH,6.83,39.2,-122.9,2010
2010/1/21,pH,7.33,39.2,-121.7,2010
2010/1/21,pH,7.91,36.7,-120.6,2010
2010/1/21,pH,8.42,37.0,-120.5,2010
2010/1/21,pH,8.43,37.3,-120.9,2010
2010/1/25,pH,7.2,38.3,-121.7,2010
2010/1/25,pH,7.5,38.3,-121.7,2010
2010/1/25,pH,7.3,38.5,-121.5,2010
2010/1/25,pH,7.3,38.2,-121.6,2010
2010/1/25,pH,7.4,38.4,-121.6,2010
2010/1/25,pH,7.3,38.1,-121.6,2010
2010/1/25,pH,7.1,38.6,-121.5,2010
2010/1/25,pH,7.4,38.1,-121.7,2010
2010/1/25,pH,7.2,38.2,-121.7,2010
2010/1/25,pH,7.3,38.4,-121.5,2010
2010/1/25,pH,7.78,37.6,-121.8,2010
2010/1/25,pH,8.56,37.5,-121.2,2010
2010/1/25,pH,7.97,37.6,-121.2,2010
2010/1/25,pH,8.87,33.7,-117.4,2010
2010/1/25,pH,8.87,33.7,-117.4,2010
2010/1/25,pH,8.86,33.7,-117.4,2010
2010/1/25,pH,8.96,33.7,-117.4,2010
2010/1/25,pH,8.97,33.7,-117.3,2010
2010/1/25,pH,8.95,33.7,-117.3,2010
2010/1/25,pH,8.98,33.7,-117.3,2010
2010/1/25,pH,8.85,33.7,-117.4,2010
2010/1/25,pH,8.87,33.7,-117.4,2010
2010/1/25,pH,8.84,33.7,-117.4,2010
2010/1/25,pH,9.02,33.7,-117.3,2010
2010/1/25,pH,8.95,33.7,-117.3,2010
2010/1/25,pH,8.96,33.7,-117.3,2010
2010/1/25,pH,8.87,33.7,-117.4,2010
2010/1/25,pH,8.93,33.7,-117.4,2010
2010/1/25,pH,8.93,33.7,-117.4,2010
2010/1/25,pH,8.93,33.7,-117.4,2010
2010/1/25,pH,8.96,33.7,-117.3,2010
2010/1/25,pH,7.3,38.2,-121.7,2010
2010/1/25,pH,7.3,38.2,-121.5,2010
2010/1/25,pH,8.25,37.5,-121.1,2010
2010/1/25,pH,8.0,37.6,-121.2,2010
2010/1/25,pH,7.8,37.4,-120.0,2010
2010/1/25,pH,8.32,37.5,-121.1,2010
2010/1/25,pH,8.85,33.7,-117.4,2010
2010/1/25,pH,8.86,33.7,-117.4,2010
2010/1/25,pH,8.93,33.7,-117.4,2010
2010/1/25,pH,8.93,33.7,-117.4,2010
2010/1/25,pH,8.92,33.7,-117.4,2010
2010/1/25,pH,8.92,33.7,-117.4,2010
2010/1/25,pH,8.96,33.7,-117.3,2010
2010/1/26,pH,7.89,37.4,-121.1,2010
2010/1/26,pH,7.0,37.5,-121.1,2010
2010/1/26,pH,7.85,37.4,-121.0,2010
2010/1/26,pH,8.3,33.9,-117.6,2010
2010/1/26,pH,7.7,34.0,-117.4,2010
2010/1/26,pH,6.71,32.9,-117.3,2010
2010/1/26,pH,7.5,33.2,-117.3,2010
2010/1/26,pH,6.9,33.2,-117.3,2010
2010/1/26,pH,7.89,37.6,-121.2,2010
2010/1/26,pH,7.75,37.3,-120.9,2010
2010/1/26,pH,7.88,37.3,-120.9,2010
2010/1/26,pH,7.19,37.2,-120.9,2010
2010/1/26,pH,7.69,37.4,-121.0,2010
2010/1/26,pH,7.79,37.4,-121.1,2010
2010/1/26,pH,7.8,34.0,-117.7,2010
2010/1/26,pH,7.3,33.9,-117.6,2010
2010/1/26,pH,7.8,34.0,-117.5,2010
2010/1/26,pH,6.71,32.9,-117.3,2010
2010/1/26,pH,6.66,32.9,-117.3,2010
2010/1/26,pH,7.86,37.7,-121.3,2010
2010/1/26,pH,7.81,37.3,-120.9,2010
2010/1/26,pH,7.56,37.3,-120.9,2010
2010/1/26,pH,7.82,37.3,-120.9,2010
2010/1/26,pH,7.8,37.5,-121.1,2010
2010/1/27,pH,6.37,38.1,-121.6,2010
2010/1/27,pH,6.77,38.1,-121.5,2010
2010/1/27,pH,7.5,38.0,-121.5,2010
2010/1/27,pH,7.7,37.7,-121.3,2010
2010/1/27,pH,7.6,38.0,-121.8,2010
2010/1/27,pH,7.08,38.2,-121.7,2010
2010/1/27,pH,7.6,38.0,-121.8,2010
2010/1/27,pH,7.7,37.8,-121.6,2010
2010/1/27,pH,7.5,37.8,-121.6,2010
2010/1/27,pH,7.3,38.1,-121.9,2010
2010/1/27,pH,7.6,38.1,-121.7,2010
2010/1/27,pH,7.07,38.2,-121.5,2010
2010/1/27,pH,7.7,38.0,-121.9,2010
2010/1/27,pH,7.5,38.0,-121.4,2010
2010/1/28,pH,8.11,35.6,-119.6,2010
2010/2/1,pH,8.61,36.4,-120.4,2010
2010/2/1,pH,8.33,36.4,-120.3,2010
2010/2/1,pH,8.13,38.6,-122.4,2010
2010/2/1,pH,8.25,36.7,-120.6,2010
2010/2/1,pH,6.9,40.4,-122.2,2010
2010/2/1,pH,7.7,40.4,-122.3,2010
2010/2/1,pH,7.9,40.1,-122.1,2010
2010/2/1,pH,8.2,40.1,-122.2,2010
2010/2/1,pH,8.0,38.8,-119.9,2010
2010/2/1,pH,6.8,40.5,-122.3,2010
2010/2/1,pH,7.7,40.5,-122.4,2010
2010/2/1,pH,8.12,40.2,-122.2,2010
2010/2/1,pH,7.7,40.4,-122.2,2010
2010/2/1,pH,7.7,40.3,-122.2,2010
2010/2/1,pH,7.98,36.7,-120.5,2010
2010/2/1,pH,7.7,40.4,-122.2,2010
2010/2/1,pH,6.9,40.5,-122.2,2010
2010/2/1,pH,6.6,41.0,-122.2,2010
2010/2/1,pH,7.7,40.3,-122.2,2010
2010/2/1,pH,6.8,40.5,-122.3,2010
2010/2/1,pH,7.1,40.9,-122.4,2010
2010/2/1,pH,8.3,38.7,-119.8,2010
2010/2/2,pH,8.5,34.0,-117.7,2010
2010/2/2,pH,8.8,33.9,-117.6,2010
2010/2/2,pH,8.0,34.0,-117.4,2010
2010/2/2,pH,8.1,34.0,-117.5,2010
2010/2/2,pH,7.9,39.9,-122.1,2010
2010/2/2,pH,7.1,41.4,-120.9,2010
2010/2/2,pH,7.8,39.8,-122.0,2010
2010/2/2,pH,6.8,41.5,-120.5,2010
2010/2/2,pH,7.6,39.7,-122.0,2010
2010/2/2,pH,7.9,37.3,-120.9,2010
2010/2/2,pH,7.85,37.3,-120.9,2010
2010/2/2,pH,7.61,40.1,-122.1,2010
2010/2/2,pH,6.9,41.1,-121.5,2010
2010/2/2,pH,7.1,41.0,-121.3,2010
2010/2/2,pH,7.1,41.5,-120.5,2010
2010/2/2,pH,6.9,40.8,-122.0,2010
2010/2/2,pH,7.98,39.9,-122.1,2010
2010/2/2,pH,8.25,40.0,-122.1,2010
2010/2/2,pH,7.83,37.7,-121.3,2010
2010/2/2,pH,7.57,37.3,-120.9,2010
2010/2/2,pH,7.53,37.2,-120.9,2010
2010/2/2,pH,8.16,37.3,-120.9,2010
2010/2/2,pH,7.81,37.4,-121.0,2010
2010/2/2,pH,7.49,37.3,-120.9,2010
2010/2/2,pH,7.86,37.5,-121.1,2010
2010/2/2,pH,7.6,33.9,-117.6,2010
2010/2/2,pH,8.0,40.0,-122.1,2010
2010/2/2,pH,7.82,37.6,-121.2,2010
2010/2/3,pH,7.02,39.0,-121.6,2010
2010/2/3,pH,6.9,39.6,-121.8,2010
2010/2/3,pH,6.8,39.3,-121.6,2010
2010/2/3,pH,7.8,38.8,-121.7,2010
2010/2/3,pH,6.34,36.3,-119.4,2010
2010/2/3,pH,8.33,38.8,-121.7,2010
2010/2/3,pH,7.85,39.2,-122.0,2010
2010/2/3,pH,6.97,38.8,-121.6,2010
2010/2/3,pH,7.6,39.2,-121.9,2010
